,bike_group,duration,Tempbyduration,Humibyduration,Presbyduration,Dewbyduration,Visibyduration,trips number,subscriber ratio,morning rate,afternoon rate,evening rate,night rate,mean_household_income,commuting_to_work_perc_PT,mean_work_commuting_time_min,perc_HS_or_higher,perc_bachelor_or_higher,start_crime_score,end_crime_score
1222,253_0,3692,62.20046045503791,0.574035752979415,29.985490249187432,46.53334236186348,14.38786565547129,3,0.6666666666666666,0.0,0.21939328277356446,0.0,0.5652762730227519,203908.0,6.3,23.133333333333336,0.9733333333333333,0.77,363.8333333333333,233.2777777777778
1223,253_1,3947,68.51465670129211,0.5376083101089434,30.00784646567013,50.4350519381809,10.0,3,0.6666666666666666,0.0,0.7162401824170256,0.21712693184697238,0.0,132599.0,7.0,20.1,0.93,0.6,96.33333333333331,85.66666666666666
1226,253_4,1401,52.47837259100642,0.6678443968593862,30.253376159885793,41.219700214132764,7.205567451820128,4,1.0,0.2291220556745182,0.556745182012848,0.0,0.0,74285.0,5.0,23.0,0.69,0.17,752.3333333333335,752.3333333333335
1227,253_5,929,51.8,0.6799999999999999,30.1125,41.45,10.0,1,1.0,0.0,1.0,0.0,0.0,74285.0,5.0,23.0,0.69,0.17,752.3333333333335,752.3333333333335
1228,253_6,95753,69.22426207708028,0.5674304373405182,29.951886929565305,52.13187228250463,9.959886374317254,112,0.875,0.07927688949693482,0.18819253704844757,0.47112884191618015,0.08642026881664282,95881.21621621621,10.71441441441441,26.84954954954953,0.8320720720720713,0.41855855855855906,660.5675675675673,668.1951951951955
1229,254_0,4851,65.87012987012987,0.5699814471243043,30.080037105751394,50.00176252319109,10.0,2,0.5,0.0,0.3914656771799629,0.608534322820037,0.0,137578.5,5.8,22.3,0.935,0.625,65.16666666666667,55.33333333333334
1230,254_1,1903,53.726537046768264,0.14285864424592748,29.98340514976353,42.11650026274304,10.0,4,0.75,0.2764056752496059,0.0,0.12716763005780346,0.5964266946925907,152293.5,6.65,21.65,0.9450000000000001,0.665,146.91666666666666,89.22222222222221
1231,254_2,4221,50.55117270788912,0.5455484482350155,30.02558398483772,32.21319592513622,8.799099739398248,11,1.0,0.18952854773750297,0.19971570717839374,0.38734896943852165,0.0,92918.72727272728,11.5,27.58181818181818,0.8327272727272729,0.41818181818181815,752.7272727272727,692.6333333333332
1232,254_3,8682,58.30836212854181,0.5656916609076251,30.08111667818475,40.25718728403593,9.212566228979497,16,0.875,0.08580972126238194,0.3675420410043769,0.4143054595715273,0.1323427781617139,93391.71428571429,12.85,29.057142857142857,0.8792857142857141,0.4799999999999999,871.952380952381,846.2000000000002
1234,254_5,76031,67.63059738790756,0.5541273296418566,29.973444844865902,53.52083623785036,17.8807591640252,75,0.7733333333333333,0.18888348173771224,0.19343425707934922,0.4504741487025029,0.06663071641830307,163626.46575342465,6.319178082191788,22.76027397260273,0.946164383561643,0.6750684931506847,217.91552511415546,230.71689497716912
1235,255_0,1657,79.69999999999997,0.43,29.895,55.4,10.0,1,0.0,0.0,1.0,0.0,0.0,74285.0,5.0,23.0,0.69,0.17,752.3333333333335,752.3333333333335
1236,255_1,26635,74.88713722545523,0.3247152243288905,30.071544584193727,41.668537638445656,27.301295288154684,12,0.4166666666666667,0.24824479068894312,0.5264501595644828,0.2046179838558288,0.0,151228.41666666666,5.758333333333333,23.075,0.8558333333333334,0.5216666666666666,532.638888888889,501.63888888888897
1237,255_2,2670,59.003370786516854,0.6048389513108614,29.91960299625468,45.14471910112359,8.500749063670412,4,1.0,0.099625468164794,0.900374531835206,0.0,0.0,74285.0,5.0,23.0,0.69,0.17,752.3333333333335,752.3333333333335
1238,255_3,242,46.4,0.71,30.23,37.4,8.0,1,1.0,1.0,0.0,0.0,0.0,74285.0,5.0,23.0,0.69,0.17,752.3333333333335,752.3333333333335
1239,255_4,15672,55.45835247575294,0.5148235706993364,30.178231878509443,36.62366641143441,9.498532414497193,30,0.9333333333333333,0.14580142930066362,0.23672792240939255,0.4552705461970393,0.05768249106687085,91023.92592592593,10.670370370370367,26.937037037037044,0.8125925925925929,0.3774074074074072,656.2839506172837,688.4320987654323
1240,255_5,689,58.725181422351234,0.785834542815675,30.126190130624092,51.99716981132076,10.0,3,1.0,0.0,0.46734397677793904,0.29027576197387517,0.24238026124818576,96983.33333333333,12.933333333333332,28.566666666666666,0.8633333333333333,0.49,930.7777777777777,1153.3333333333333
1241,255_6,2624,59.30388719512196,0.5495426829268294,30.11992378048781,40.31745426829268,10.0,6,0.8333333333333334,0.0,0.5411585365853658,0.3018292682926829,0.0,98750.0,15.299999999999999,31.0,0.9399999999999998,0.6,1153.3333333333333,1153.3333333333333
1242,255_7,46541,69.91139210588514,0.521763498850476,29.94916911970091,50.40982359639887,10.0,74,0.7702702702702703,0.07253819213166886,0.38321050256762856,0.4305021378999162,0.004146881244494102,91220.43478260869,11.608695652173916,27.98405797101449,0.8456521739130434,0.42014492753623217,737.24154589372,699.5024154589375
1243,256_0,5516,65.54653734590283,0.6402166424945612,29.884868564176944,51.54269398114576,10.0,4,0.75,0.8430021754894851,0.0,0.15699782451051486,0.0,74285.0,5.0,23.0,0.69,0.17,752.3333333333335,752.3333333333335
1244,256_1,197,64.4,0.56,30.029999999999998,48.20000000000001,6.0,1,1.0,0.0,1.0,0.0,0.0,74285.0,5.0,23.0,0.69,0.17,752.3333333333335,752.3333333333335
