,bike_group,duration,Tempbyduration,Humibyduration,Presbyduration,Dewbyduration,Visibyduration,trips number,subscriber ratio,morning rate,afternoon rate,evening rate,night rate,mean_household_income,commuting_to_work_perc_PT,mean_work_commuting_time_min,perc_HS_or_higher,perc_bachelor_or_higher,start_crime_score,end_crime_score
50,106_5,52001,65.24759395652649,0.6194781831118634,30.04878848483683,51.074562348159965,10.692736678140806,81,0.8765432098765432,0.22670717870810178,0.0882098421184208,0.571142862637257,0.048287532932059,142337.1724137931,6.487931034482759,21.313793103448273,0.9365517241379306,0.6282758620689658,113.32758620689656,120.19642857142843
51,107_0,9423,70.96006049028972,0.617920513636846,29.936545155470657,56.506696381194956,10.0,11,0.7272727272727273,0.18168311578053697,0.27719409954366975,0.07396795075878171,0.4112278467579327,89496.54545454546,10.927272727272724,27.481818181818184,0.83,0.38636363636363646,655.6060606060605,655.6060606060605
52,107_1,1269,67.03676122931442,0.6703191489361702,29.85789598108747,55.555634357762024,10.0,3,1.0,0.18124507486209615,0.2631993695823483,0.0,0.0,96100.0,11.75,27.35,0.825,0.435,819.5,864.0
53,107_2,20796,67.53249663396808,0.45775317368724755,30.015100500096175,43.71815493364109,14.344609540296211,28,0.9285714285714286,0.06020388536256972,0.33169840353914215,0.3809867282169648,0.1202154260434699,101266.61538461539,11.43846153846154,27.85769230769231,0.8638461538461539,0.4596153846153844,736.9102564102564,675.5533333333336
54,107_3,4789,53.67951555648361,0.7309375652537063,30.080856128628106,44.86251827103779,10.0,9,1.0,0.24472750052202966,0.0,0.4311964919607434,0.0,90414.88888888889,11.488888888888889,27.977777777777774,0.8455555555555554,0.41333333333333333,715.6296296296296,619.1851851851851
55,107_4,1461,49.1504449007529,0.722861054072553,30.056481861738536,40.51321013004791,10.0,3,0.6666666666666666,0.0,0.0,0.6208076659822039,0.379192334017796,77278.0,8.6,26.8,0.81,0.26,285.3333333333333,864.0
56,107_5,2149,57.29995346672872,0.598957654723127,30.139630060493253,42.8985342019544,10.0,4,0.75,0.7752442996742671,0.0,0.2247557003257329,0.0,96100.0,11.75,27.35,0.825,0.43500000000000005,819.5,986.4166666666665
57,107_6,62303,69.30630146220886,0.5236877437683579,29.960018618686096,49.960336179638205,9.981622072773382,68,0.8088235294117647,0.13631767330626132,0.33707847134166896,0.4100123589554275,0.04089690705102483,91023.92537313433,11.225373134328358,27.568656716417912,0.8325373134328357,0.40597014925373165,738.7562189054726,754.7014925373137
58,108_0,11136,68.05560344827586,0.7605244252873564,29.926738505747128,59.83081896551724,22.243175287356323,4,0.25,0.0,0.0,0.5567528735632183,0.0,219868.0,6.3,23.1,0.98,0.79,447.0,447.0
59,108_1,8137,75.19999999999997,0.0,29.82500000000001,51.8,30.0,1,0.0,0.0,1.0,0.0,0.0,171988.0,6.3,23.2,0.96,0.73,197.5,197.5
60,108_2,6516,70.16837016574586,0.4313796807857581,29.94066682013505,46.694337016574586,30.0,3,0.3333333333333333,0.8974831184775937,0.10251688152240639,0.0,0.0,219868.0,6.3,23.100000000000005,0.98,0.79,447.0,363.8333333333333
61,108_3,287,59.0,0.59,29.95,44.6,10.0,1,1.0,0.0,0.0,1.0,0.0,74285.0,5.0,23.0,0.69,0.17,752.3333333333335,752.3333333333335
62,108_4,27180,62.982086092715235,0.6046571927888154,30.01301260117734,47.440049668874174,25.871578366445917,9,0.3333333333333333,0.15864606328182487,0.6835172921265636,0.027299484915378956,0.13053715967623253,209228.0,6.299999999999999,23.12222222222222,0.9755555555555557,0.7766666666666667,391.55555555555554,391.55555555555554
